age,sex,admission_category,province,world_region,speaks_official_language,education_level,family_size,field_of_study,previous_occupation,occupation_category,years_of_experience,teer_category,credential_recognition_status,regulated_profession,employment_probability,employed,employment_category,employment_occupation,employment_sector,occupationally_downgraded,annual_income,months_to_employment,rent_to_income_ratio,housing_affordable,affordability_score
32,M,Canadian Experience Class,Ontario,South Asia,1,College,1,Human Resources,Bookkeeper,"Business, Finance & Administration",8,TEER 1,Fully Recognized,0,0.9156953817341398,1,"Business, Finance & Administration",Administrative Officer,Public Administration,0,97000.0,1,0.26,1,0.902
38,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,3,Business Administration,Retail Manager,Management,12,TEER 0,Fully Recognized,0,0.9285911749090362,1,Management,Construction Manager,Retail Trade,0,155300.0,3,0.16,1,0.939
31,M,Canadian Experience Class,Ontario,South Asia,1,College,2,Engineering Technology,IT Analyst,Natural & Applied Sciences,2,TEER 1,Partially Recognized,0,0.9051021799885557,1,Natural & Applied Sciences,IT Analyst,Manufacturing,0,99700.0,1,0.25,1,0.911
30,M,Canadian Experience Class,Ontario,South Asia,1,University,1,Communications,Customer Service Representative,Sales & Service,3,TEER 4,Fully Recognized,0,0.9172265477151726,1,Sales & Service,Food Service Supervisor,Retail Trade,0,55800.0,2,0.45,0,0.7
33,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,3,Economics,HR Specialist,"Business, Finance & Administration",9,TEER 1,Not Assessed,0,0.917982607013397,1,Sales & Service,Cashier,Accommodation & Food Services,1,40400.0,12,0.62,0,0.605
38,M,Canadian Experience Class,Ontario,South Asia,1,University,3,Accounting,HR Specialist,"Business, Finance & Administration",9,TEER 1,Partially Recognized,0,0.9194758847599797,1,"Business, Finance & Administration",Bookkeeper,Public Administration,0,127400.0,1,0.2,1,0.928
35,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,4,Information Technology,IT Analyst,Natural & Applied Sciences,9,TEER 1,Not Recognized,0,0.914920192271195,1,Sales & Service,Customer Service Representative,Accommodation & Food Services,1,53700.0,11,0.47,0,0.687
33,M,Canadian Experience Class,Ontario,South Asia,1,University,3,Business Administration,Retail Manager,Management,7,TEER 0,Fully Recognized,0,0.9231010942468642,1,Management,Retail Manager,Accommodation & Food Services,0,123700.0,1,0.2,1,0.929
34,M,Canadian Experience Class,Ontario,South Asia,1,College,2,Manufacturing Technology,Production Worker,Manufacturing & Utilities,15,TEER 5,Partially Recognized,0,0.914920192271195,1,Sales & Service,Food Service Supervisor,Retail Trade,1,45000.0,3,0.56,0,0.634
28,M,Canadian Experience Class,Ontario,South Asia,1,University,2,Computer Science,Mechanical Engineer,Natural & Applied Sciences,2,TEER 1,Partially Recognized,0,0.91569538173414,1,Natural & Applied Sciences,Civil Engineer,Construction,0,86300.0,4,0.29,1,0.853
29,M,Canadian Experience Class,Ontario,South Asia,1,University,3,Finance,Financial Analyst,"Business, Finance & Administration",0,TEER 1,Partially Recognized,0,0.91569538173414,1,"Trades, Transport & Equipment Operators",Auto Mechanic,Transportation & Warehousing,1,86000.0,3,0.29,1,0.852
22,M,Canadian Experience Class,Ontario,South Asia,1,College,3,Business Administration,Restaurant Manager,Management,0,TEER 0,Fully Recognized,0,0.9117544233425352,1,Management,Restaurant Manager,Professional Services,0,137300.0,1,0.18,1,0.929
25,M,Canadian Experience Class,Ontario,South Asia,1,College,3,Accounting,Accountant,"Business, Finance & Administration",2,TEER 1,Partially Recognized,0,0.9076478184706324,0,Not Employed,Not Employed,Not Applicable,0,0.0,3,1.75,0,0.363
34,M,Canadian Experience Class,Ontario,South Asia,1,University,2,Economics,Administrative Officer,"Business, Finance & Administration",9,TEER 1,Partially Recognized,0,0.9194758847599797,1,Sales & Service,Food Service Supervisor,Accommodation & Food Services,1,63900.0,4,0.39,0,0.745
33,M,Canadian Experience Class,Ontario,South Asia,1,University,4,Computer Science,Data Analyst,Natural & Applied Sciences,4,TEER 1,Fully Recognized,0,0.9172265477151726,1,Natural & Applied Sciences,Data Analyst,Information Technology,0,171900.0,2,0.15,1,0.937
18,M,Canadian Experience Class,Ontario,South Asia,1,University,3,Engineering Technology,Truck Driver,"Trades, Transport & Equipment Operators",0,TEER 2,Fully Recognized,0,0.9194758847599797,1,"Trades, Transport & Equipment Operators",Welder,Transportation & Warehousing,0,64300.0,6,0.39,0,0.747
41,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,2,Computer Science,Data Analyst,Natural & Applied Sciences,6,TEER 1,Not Recognized,0,0.914920192271195,1,Natural & Applied Sciences,IT Analyst,Professional Services,0,85500.0,1,0.29,1,0.85
28,M,Canadian Experience Class,Ontario,South Asia,1,University,2,Health Sciences,Registered Nurse,Health,5,TEER 1,Not Recognized,1,0.9109465205509883,1,Sales & Service,Customer Service Representative,Retail Trade,1,80900.0,2,0.31,0,0.826
28,M,Canadian Experience Class,Ontario,South Asia,1,University,1,Accounting,Bookkeeper,"Business, Finance & Administration",4,TEER 1,Partially Recognized,0,0.91569538173414,1,"Business, Finance & Administration",HR Specialist,Finance & Insurance,0,122800.0,1,0.21,1,0.924
22,M,Canadian Experience Class,Ontario,South Asia,1,University,1,Engineering,Civil Engineer,Natural & Applied Sciences,0,TEER 1,Fully Recognized,0,0.9194758847599797,0,Not Employed,Not Employed,Not Applicable,0,0.0,5,1.75,0,0.368
36,M,Canadian Experience Class,Ontario,South Asia,1,College,3,Engineering Technology,Mechanical Engineer,Natural & Applied Sciences,7,TEER 1,Fully Recognized,0,0.9156953817341398,1,Natural & Applied Sciences,IT Analyst,Construction,0,111900.0,5,0.23,1,0.92
35,M,Canadian Experience Class,Ontario,South Asia,1,University,2,Computer Science,Civil Engineer,Natural & Applied Sciences,6,TEER 1,Not Recognized,0,0.9117544233425352,1,Manufacturing & Utilities,Assembly Line Worker,Manufacturing,1,27300.0,3,0.92,0,0.49
28,M,Canadian Experience Class,Ontario,South Asia,0,University,1,Physical Sciences,Data Analyst,Natural & Applied Sciences,3,TEER 1,Fully Recognized,0,0.8961580824430119,1,Natural & Applied Sciences,Mechanical Engineer,Construction,0,139800.0,2,0.18,1,0.922
28,M,Canadian Experience Class,Ontario,South Asia,1,University,2,Nursing,Dentist,Health,6,TEER 1,Partially Recognized,1,0.9187323722793015,1,"Trades, Transport & Equipment Operators",Truck Driver,Transportation & Warehousing,1,85200.0,1,0.3,0,0.848
31,M,Canadian Experience Class,Ontario,South Asia,1,College,3,Practical Nursing,Medical Laboratory Technologist,Health,8,TEER 1,Not Assessed,1,0.9033703619750149,1,Sales & Service,Cashier,Accommodation & Food Services,1,26000.0,6,0.97,0,0.471
33,M,Canadian Experience Class,Ontario,South Asia,1,High School,2,General Studies,Cashier,Sales & Service,12,TEER 4,Fully Recognized,0,0.909310671000383,1,Sales & Service,Cashier,Accommodation & Food Services,0,64600.0,2,0.39,0,0.744
30,M,Canadian Experience Class,Ontario,South Asia,1,University,1,Public Administration,Construction Manager,Management,7,TEER 0,Not Recognized,0,0.9117544233425352,1,"Trades, Transport & Equipment Operators",Welder,Manufacturing,1,54000.0,1,0.47,0,0.687
32,M,Canadian Experience Class,Ontario,South Asia,1,College,1,Automotive Technology,Welder,"Trades, Transport & Equipment Operators",10,TEER 2,Partially Recognized,0,0.914920192271195,1,Manufacturing & Utilities,Warehouse Labourer,Manufacturing,1,89700.0,1,0.28,1,0.869
26,M,Canadian Experience Class,Ontario,South Asia,1,High School,4,General Studies,Social Worker,"Education, Law & Social Services",0,TEER 1,Fully Recognized,1,0.8980045663775637,1,"Education, Law & Social Services",Lawyer,Health Care & Social Assistance,0,65700.0,3,0.38,0,0.746
23,M,Canadian Experience Class,Ontario,South Asia,1,University,3,Education,Teacher,"Education, Law & Social Services",5,TEER 1,Partially Recognized,1,0.9187323722793015,1,"Education, Law & Social Services",Teacher,Health Care & Social Assistance,0,91400.0,5,0.28,1,0.877
33,M,Canadian Experience Class,Ontario,South Asia,1,High School,2,General Studies,Dentist,Health,10,TEER 1,Not Recognized,1,0.892376308505028,1,Manufacturing & Utilities,Assembly Line Worker,Transportation & Warehousing,1,86500.0,1,0.29,1,0.845
21,M,Canadian Experience Class,Ontario,South Asia,0,High School,1,General Studies,Medical Laboratory Technologist,Health,2,TEER 1,Partially Recognized,1,0.8635680928060342,0,Not Employed,Not Employed,Not Applicable,0,0.0,2,1.75,0,0.345
26,M,Canadian Experience Class,Ontario,South Asia,1,University,4,Nursing,Pharmacist,Health,1,TEER 1,Not Recognized,1,0.9042397713012047,1,Sales & Service,Cashier,Accommodation & Food Services,1,35100.0,1,0.72,0,0.558
27,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,1,Business Administration,Cashier,Sales & Service,5,TEER 4,Fully Recognized,0,0.9279252302305433,1,Sales & Service,Food Service Supervisor,Accommodation & Food Services,0,78800.0,1,0.32,0,0.822
31,M,Canadian Experience Class,Ontario,South Asia,1,University,4,Physical Sciences,IT Analyst,Natural & Applied Sciences,4,TEER 1,Partially Recognized,0,0.9133503930890029,1,Natural & Applied Sciences,IT Analyst,Information Technology,0,107500.0,1,0.23,1,0.919
34,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,1,Business Administration,Construction Manager,Management,9,TEER 0,Partially Recognized,0,0.9223882294079896,1,"Trades, Transport & Equipment Operators",Electrician,Manufacturing,1,109900.0,1,0.23,1,0.923
29,M,Canadian Experience Class,Ontario,South Asia,1,High School,1,General Studies,Social Worker,"Education, Law & Social Services",10,TEER 1,Partially Recognized,1,0.9042397713012047,1,Manufacturing & Utilities,Machine Operator,Transportation & Warehousing,1,41700.0,3,0.6,0,0.608
23,M,Canadian Experience Class,Ontario,South Asia,1,University,2,Communications,Customer Service Representative,Sales & Service,0,TEER 4,Partially Recognized,0,0.91569538173414,1,Sales & Service,Cashier,Retail Trade,0,76800.0,7,0.33,0,0.807
32,M,Canadian Experience Class,Ontario,South Asia,0,College,3,Business Administration,Retail Manager,Management,8,TEER 0,Fully Recognized,0,0.891412124986942,0,Not Employed,Not Employed,Not Applicable,0,0.0,2,1.75,0,0.357
33,M,Canadian Experience Class,Ontario,South Asia,1,College,3,Health Sciences,Pharmacist,Health,9,TEER 1,Partially Recognized,1,0.9084826409391703,1,Health,Medical Laboratory Technologist,Health Care & Social Assistance,0,104400.0,1,0.24,1,0.915
21,M,Canadian Experience Class,Ontario,South Asia,1,University,1,Accounting,Administrative Officer,"Business, Finance & Administration",1,TEER 1,Fully Recognized,0,0.9194758847599797,1,"Business, Finance & Administration",Accountant,Professional Services,0,107700.0,4,0.23,1,0.922
35,M,Canadian Experience Class,Ontario,South Asia,1,University,4,Nursing,Medical Laboratory Technologist,Health,6,TEER 1,Partially Recognized,1,0.9164641530768043,1,Sales & Service,Retail Sales Associate,Retail Trade,1,53100.0,1,0.47,0,0.685
23,M,Canadian Experience Class,Ontario,South Asia,1,University,2,Health Sciences,Physician,Health,1,TEER 1,Fully Recognized,1,0.9164641530768043,1,Health,Dentist,Health Care & Social Assistance,0,96400.0,1,0.26,1,0.9
36,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,2,Manufacturing Technology,Production Worker,Manufacturing & Utilities,1,TEER 5,Fully Recognized,0,0.9202131856374848,1,Manufacturing & Utilities,Assembly Line Worker,Transportation & Warehousing,0,69600.0,1,0.36,0,0.774
25,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,1,Business Administration,Operations Manager,Management,0,TEER 0,Fully Recognized,0,0.9223882294079896,1,Management,Construction Manager,Construction,0,106600.0,5,0.24,1,0.921
18,M,Canadian Experience Class,Ontario,South Asia,1,College,1,Engineering Technology,Data Analyst,Natural & Applied Sciences,1,TEER 1,Partially Recognized,0,0.9076478184706324,1,Natural & Applied Sciences,Software Developer,Information Technology,0,75100.0,1,0.34,0,0.795
25,M,Canadian Experience Class,Ontario,South Asia,1,University,2,Nursing,Medical Laboratory Technologist,Health,7,TEER 1,Not Recognized,1,0.9109465205509883,1,"Trades, Transport & Equipment Operators",Welder,Transportation & Warehousing,1,81400.0,2,0.31,0,0.828
33,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,2,Dentistry,Registered Nurse,Health,4,TEER 1,Not Assessed,1,0.9084826409391703,1,Sales & Service,Customer Service Representative,Accommodation & Food Services,1,87100.0,1,0.29,1,0.854
35,M,Canadian Experience Class,Ontario,South Asia,1,University,1,Mathematics,Data Analyst,Natural & Applied Sciences,11,TEER 1,Not Assessed,0,0.917982607013397,1,Natural & Applied Sciences,IT Analyst,Information Technology,0,133000.0,1,0.19,1,0.929
36,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,1,Computer Science,Software Developer,Natural & Applied Sciences,6,TEER 1,Not Recognized,0,0.914920192271195,1,Sales & Service,Cashier,Accommodation & Food Services,1,39500.0,6,0.64,0,0.596
24,M,Canadian Experience Class,Ontario,South Asia,1,University,4,Psychology,Early Childhood Educator,"Education, Law & Social Services",0,TEER 1,Not Recognized,1,0.9042397713012047,1,Manufacturing & Utilities,Assembly Line Worker,Transportation & Warehousing,1,88800.0,1,0.28,1,0.861
18,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,1,Information Technology,Mechanical Engineer,Natural & Applied Sciences,1,TEER 1,Not Recognized,0,0.9109465205509883,1,Sales & Service,Retail Sales Associate,Accommodation & Food Services,1,49000.0,11,0.51,0,0.658
33,M,Canadian Experience Class,Ontario,South Asia,1,University,2,Physical Sciences,Software Developer,Natural & Applied Sciences,5,TEER 1,Partially Recognized,0,0.9194758847599797,1,Natural & Applied Sciences,Civil Engineer,Information Technology,0,117700.0,1,0.21,1,0.926
23,M,Canadian Experience Class,Ontario,South Asia,1,University,4,Finance,Bookkeeper,"Business, Finance & Administration",2,TEER 1,Partially Recognized,0,0.91569538173414,1,"Business, Finance & Administration",HR Specialist,Professional Services,0,69700.0,3,0.36,0,0.773
21,M,Canadian Experience Class,Ontario,South Asia,1,High School,2,General Studies,HR Specialist,"Business, Finance & Administration",2,TEER 1,Fully Recognized,0,0.9016103750882992,1,"Business, Finance & Administration",Administrative Officer,Finance & Insurance,0,124100.0,1,0.2,1,0.921
35,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,3,Pharmacy,Pharmacist,Health,5,TEER 1,Not Recognized,1,0.9117544233425352,1,Sales & Service,Cashier,Retail Trade,1,24000.0,11,1.05,0,0.461
30,M,Canadian Experience Class,Ontario,South Asia,1,University,2,Engineering,Civil Engineer,Natural & Applied Sciences,7,TEER 1,Fully Recognized,0,0.9231010942468642,1,Natural & Applied Sciences,Mechanical Engineer,Manufacturing,0,123900.0,4,0.2,1,0.929
18,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,2,Engineering Technology,Truck Driver,"Trades, Transport & Equipment Operators",0,TEER 2,Fully Recognized,0,0.9223882294079896,1,Sales & Service,Customer Service Representative,Accommodation & Food Services,1,66800.0,1,0.38,0,0.76
18,M,Canadian Experience Class,Ontario,South Asia,0,University,3,Health Sciences,Medical Laboratory Technologist,Health,0,TEER 1,Partially Recognized,1,0.88747921182899,1,Sales & Service,Cashier,Retail Trade,1,25900.0,1,0.97,0,0.465
46,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,2,Finance,Accountant,"Business, Finance & Administration",11,TEER 1,Partially Recognized,0,0.9252038106189769,1,"Business, Finance & Administration",Bookkeeper,Professional Services,0,156100.0,1,0.16,1,0.938
30,M,Canadian Experience Class,Ontario,South Asia,1,College,1,Engineering Technology,Data Analyst,Natural & Applied Sciences,9,TEER 1,Fully Recognized,0,0.9156953817341398,1,Natural & Applied Sciences,Civil Engineer,Manufacturing,0,111100.0,2,0.23,1,0.92
26,M,Canadian Experience Class,Ontario,South Asia,1,Postgraduate,2,Finance,Bookkeeper,"Business, Finance & Administration",1,TEER 1,Not Assessed,0,0.9141385432247435,1,"Business, Finance & Administration",HR Specialist,Finance & Insurance,0,85100.0,1,0.3,0,0.846
26,M,Canadian Experience Class,Ontario,South Asia,1,University,4,Engineering Technology,Welder,"Trades, Transport & Equipment Operators",0,TEER 2,Fully Recognized,0,0.9194758847599797,1,"Trades, Transport & Equipment Operators",Auto Mechanic,Construction,0,80000.0,6,0.32,0,0.824
29,M,Canadian Experience Class,Ontario,South Asia,1,College,3,Engineering Technology,Civil Engineer,Natural & Applied Sciences,2,TEER 1,Fully Recognized,0,0.9117544233425352,1,Natural & Applied Sciences,IT Analyst,Information Technology,0,94100.0,3,0.27,1,0.887
26,M,Canadian Experience Class,Ontario,South Asia,1,College,2,Engineering Technology,Civil Engineer,Natural & Applied Sciences,7,TEER 1,Fully Recognized,0,0.917982607013397,1,Manufacturing & Utilities,Assembly Line Worker,Manufacturing,1,41200.0,1,0.61,0,0.61
28,M,Canadian Experience Class,Ontario,South Asia,1,University,3,Finance,Accountant,"Business, Finance & Administration",1,TEER 1,Fully Recognized,0,0.9194758847599797,1,"Business, Finance & Administration",Accountant,Public Administration,0,64100.0,2,0.39,0,0.746
