record_id,city,cmhc_centre,neighbourhood,bedroom_type,unit_type,monthly_rent,cmhc_avg_rent_2br_2025,vacancy_rate_2025,turnover_rate_2025,rent_change_pct_2024_2025,latitude,longitude,record_type,source_category,source_reference,vacancy_quality_code,rent_quality_code
SYN-1246,Kingston,Kingston CMA,Kingston area 10,3 Bedroom,Apartment,2080,1764,2.4,17.3,2.4,44.327255,-76.444104,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1247,Thunder Bay,Thunder Bay CMA,Thunder Bay area 10,3 Bedroom,Townhouse,1990,1495,4,3.4,6.8,48.360229,-89.307115,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1248,Kingston,Kingston CMA,Kingston area 11,2 Bedroom,Townhouse,1975,1764,2.4,17.3,2.4,44.28637,-76.348905,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1249,Brantford,Brantford CMA,Brantford area 02,2 Bedroom,Townhouse,1720,1619,3.5,14.5,,43.112865,-80.368553,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1250,Guelph,Guelph CMA,Guelph area 10,1 Bedroom,Apartment,1635,1802,3.1,15.1,4.6,43.449405,-80.228063,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1251,Windsor,Windsor CMA,Windsor area 07,1 Bedroom,Apartment,1210,1454,3.7,12.2,3.6,42.311738,-82.997291,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1252,Oshawa,Oshawa CMA,Oshawa area 09,2 Bedroom,Apartment,1675,1754,3.7,4.8,,43.862146,-78.806468,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1253,Kingston,Kingston CMA,Kingston area 02,1 Bedroom,Apartment,1290,1764,2.4,17.3,2.4,44.287895,-76.477602,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1254,Guelph,Guelph CMA,Guelph area 03,2 Bedroom,Apartment,1955,1802,3.1,15.1,4.6,43.637936,-80.138492,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1255,Kingston,Kingston CMA,Kingston area 03,Studio,Townhouse,1310,1764,2.4,17.3,2.4,44.156963,-76.567998,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1256,Brantford,Brantford CMA,Brantford area 05,2 Bedroom,Apartment,1560,1619,3.5,14.5,,43.056322,-80.367261,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1257,Peterborough,Peterborough CMA,Peterborough area 09,3 Bedroom,Apartment,1570,1518,3.1,8.4,,44.209117,-78.375431,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1258,Oshawa,Oshawa CMA,Oshawa area 06,2 Bedroom,Townhouse,2055,1754,3.7,4.8,,43.825071,-78.868453,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1259,Peterborough,Peterborough CMA,Peterborough area 03,2 Bedroom,Apartment,1455,1518,3.1,8.4,,44.218047,-78.44918,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1260,Oshawa,Oshawa CMA,Oshawa area 04,2 Bedroom,Apartment,1575,1754,3.7,4.8,,43.988585,-78.83745,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1261,Peterborough,Peterborough CMA,Peterborough area 07,1 Bedroom,Townhouse,1415,1518,3.1,8.4,,44.285456,-78.20688,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1262,Toronto,Toronto CMA,Toronto area 03,Studio,Apartment,1425,2046,3,8.7,3.4,43.688505,-79.261519,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1263,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 11,Studio,Apartment,1390,1832,4.1,16.1,3.3,43.390125,-80.527725,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1264,Kingston,Kingston CMA,Kingston area 07,1 Bedroom,Apartment,1440,1764,2.4,17.3,2.4,44.194472,-76.405673,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1265,Barrie,Barrie CMA,Barrie area 02,3 Bedroom,Apartment,2230,1755,4.3,12.8,4.3,44.311398,-79.676763,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1266,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 03,2 Bedroom,Apartment,1960,1926,3,15.4,3.4,45.503349,-75.617965,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1267,London,London CMA,London area 02,1 Bedroom,Apartment,1160,1651,4,15.1,4.1,42.960626,-81.353292,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1268,Kingston,Kingston CMA,Kingston area 02,2 Bedroom,Apartment,2005,1764,2.4,17.3,2.4,44.248965,-76.400366,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1269,Peterborough,Peterborough CMA,Peterborough area 07,2 Bedroom,Apartment,1370,1518,3.1,8.4,,44.388414,-78.411724,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1270,Kingston,Kingston CMA,Kingston area 01,1 Bedroom,Townhouse,1510,1764,2.4,17.3,2.4,44.226572,-76.589953,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1271,Hamilton,Hamilton CMA,Hamilton area 06,2 Bedroom,Apartment,1510,1656,3.6,13.1,1.6,43.166273,-79.809197,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1272,London,London CMA,London area 06,2 Bedroom,Townhouse,1935,1651,4,15.1,4.1,43.026257,-81.331939,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1273,Toronto,Toronto CMA,Toronto area 04,2 Bedroom,Apartment,2225,2046,3,8.7,3.4,43.696893,-79.266049,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1274,Oshawa,Oshawa CMA,Oshawa area 06,2 Bedroom,Apartment,1705,1754,3.7,4.8,,43.986591,-78.891747,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1275,Brantford,Brantford CMA,Brantford area 12,2 Bedroom,Apartment,1580,1619,3.5,14.5,,43.072423,-80.385708,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1276,Oshawa,Oshawa CMA,Oshawa area 07,2 Bedroom,Townhouse,1555,1754,3.7,4.8,,43.958769,-79.001608,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1277,Hamilton,Hamilton CMA,Hamilton area 12,1 Bedroom,Apartment,1240,1656,3.6,13.1,1.6,43.337877,-79.803568,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1278,Thunder Bay,Thunder Bay CMA,Thunder Bay area 09,2 Bedroom,Apartment,1580,1495,4,3.4,6.8,48.329745,-89.175736,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1279,Belleville,Belleville - Quinte West CMA,Belleville area 02,2 Bedroom,Apartment,1380,1484,3.4,16.9,,44.167503,-77.459851,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1280,Peterborough,Peterborough CMA,Peterborough area 07,2 Bedroom,Apartment,1310,1518,3.1,8.4,,44.399597,-78.341299,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1281,Kingston,Kingston CMA,Kingston area 02,1 Bedroom,Apartment,1360,1764,2.4,17.3,2.4,44.297545,-76.38809,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1282,Oshawa,Oshawa CMA,Oshawa area 11,1 Bedroom,Apartment,1575,1754,3.7,4.8,,43.85005,-79.003956,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1283,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 08,1 Bedroom,Apartment,1495,1558,1.2,6.6,,46.494806,-80.878711,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1284,Windsor,Windsor CMA,Windsor area 06,Studio,Apartment,910,1454,3.7,12.2,3.6,42.338006,-83.082771,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1285,Guelph,Guelph CMA,Guelph area 09,Studio,Apartment,1215,1802,3.1,15.1,4.6,43.530961,-80.331655,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1286,Hamilton,Hamilton CMA,Hamilton area 05,1 Bedroom,Townhouse,1475,1656,3.6,13.1,1.6,43.157082,-79.797107,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1287,London,London CMA,London area 02,1 Bedroom,Apartment,1320,1651,4,15.1,4.1,42.921336,-81.160124,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1288,Toronto,Toronto CMA,Toronto area 07,2 Bedroom,Townhouse,2375,2046,3,8.7,3.4,43.585567,-79.42363,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1289,Barrie,Barrie CMA,Barrie area 06,1 Bedroom,Apartment,1505,1755,4.3,12.8,4.3,44.316136,-79.712395,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1290,Belleville,Belleville - Quinte West CMA,Belleville area 05,1 Bedroom,Apartment,1265,1484,3.4,16.9,,44.252475,-77.255036,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1291,Guelph,Guelph CMA,Guelph area 07,1 Bedroom,Townhouse,1655,1802,3.1,15.1,4.6,43.509778,-80.175248,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1292,Greater Sudbury,Greater Sudbury/Grand Sudbury CMA,Greater Sudbury area 06,1 Bedroom,Apartment,1135,1558,1.2,6.6,,46.550243,-81.101612,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1293,Barrie,Barrie CMA,Barrie area 01,2 Bedroom,Apartment,1990,1755,4.3,12.8,4.3,44.375333,-79.663128,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1294,Thunder Bay,Thunder Bay CMA,Thunder Bay area 04,1 Bedroom,Apartment,1280,1495,4,3.4,6.8,48.378086,-89.169136,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1295,Hamilton,Hamilton CMA,Hamilton area 04,2 Bedroom,Apartment,1655,1656,3.6,13.1,1.6,43.328533,-79.735372,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1296,Thunder Bay,Thunder Bay CMA,Thunder Bay area 03,1 Bedroom,Apartment,1385,1495,4,3.4,6.8,48.421129,-89.246997,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1297,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 03,3 Bedroom,Apartment,2265,1832,4.1,16.1,3.3,43.359273,-80.357396,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1298,Thunder Bay,Thunder Bay CMA,Thunder Bay area 07,Studio,Apartment,1055,1495,4,3.4,6.8,48.299087,-89.382919,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1299,Oshawa,Oshawa CMA,Oshawa area 01,2 Bedroom,Apartment,1780,1754,3.7,4.8,,43.80937,-78.886041,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1300,Oshawa,Oshawa CMA,Oshawa area 07,Studio,Apartment,1285,1754,3.7,4.8,,43.853211,-78.907148,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1301,London,London CMA,London area 05,1 Bedroom,Apartment,1355,1651,4,15.1,4.1,43.016986,-81.294063,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1302,Windsor,Windsor CMA,Windsor area 08,1 Bedroom,Apartment,1195,1454,3.7,12.2,3.6,42.301082,-83.103405,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1303,Peterborough,Peterborough CMA,Peterborough area 06,1 Bedroom,Apartment,1255,1518,3.1,8.4,,44.319454,-78.218531,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1304,Peterborough,Peterborough CMA,Peterborough area 10,2 Bedroom,Apartment,1530,1518,3.1,8.4,,44.357686,-78.29485,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1305,Peterborough,Peterborough CMA,Peterborough area 12,1 Bedroom,Apartment,1270,1518,3.1,8.4,,44.386539,-78.422977,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1306,Guelph,Guelph CMA,Guelph area 02,Studio,Apartment,1315,1802,3.1,15.1,4.6,43.483386,-80.263163,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1307,Brantford,Brantford CMA,Brantford area 03,3 Bedroom,Apartment,1940,1619,3.5,14.5,,43.191598,-80.255202,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1308,Belleville,Belleville - Quinte West CMA,Belleville area 09,1 Bedroom,Townhouse,1420,1484,3.4,16.9,,44.172899,-77.452196,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1309,Peterborough,Peterborough CMA,Peterborough area 09,3 Bedroom,Townhouse,1965,1518,3.1,8.4,,44.296325,-78.324502,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1310,Barrie,Barrie CMA,Barrie area 01,1 Bedroom,Apartment,1400,1755,4.3,12.8,4.3,44.428741,-79.794152,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1311,Belleville,Belleville - Quinte West CMA,Belleville area 02,2 Bedroom,Apartment,1475,1484,3.4,16.9,,44.199739,-77.279973,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",c,a
SYN-1312,Kingston,Kingston CMA,Kingston area 10,1 Bedroom,Townhouse,1445,1764,2.4,17.3,2.4,44.2437,-76.516635,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1313,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 09,1 Bedroom,Apartment,1285,1527,3.9,12.8,5.5,43.198744,-79.142944,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1314,Toronto,Toronto CMA,Toronto area 12,2 Bedroom,Apartment,2135,2046,3,8.7,3.4,43.613882,-79.460505,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1315,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 05,2 Bedroom,Apartment,1550,1527,3.9,12.8,5.5,43.117769,-79.208621,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1316,Hamilton,Hamilton CMA,Hamilton area 04,1 Bedroom,Apartment,1480,1656,3.6,13.1,1.6,43.284183,-79.940025,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1317,Guelph,Guelph CMA,Guelph area 09,Studio,Apartment,1060,1802,3.1,15.1,4.6,43.509712,-80.12502,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1318,St. Catharines,St. Catharines-Niagara CMA,St. Catharines area 01,2 Bedroom,Townhouse,1405,1527,3.9,12.8,5.5,43.239067,-79.303135,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1319,Barrie,Barrie CMA,Barrie area 11,2 Bedroom,Apartment,1740,1755,4.3,12.8,4.3,44.340597,-79.825861,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1320,Guelph,Guelph CMA,Guelph area 11,2 Bedroom,Townhouse,1830,1802,3.1,15.1,4.6,43.633931,-80.315154,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1321,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 07,2 Bedroom,Apartment,1790,1832,4.1,16.1,3.3,43.47756,-80.39381,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1322,Hamilton,Hamilton CMA,Hamilton area 02,1 Bedroom,Townhouse,1535,1656,3.6,13.1,1.6,43.229428,-79.76066,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1323,Windsor,Windsor CMA,Windsor area 03,1 Bedroom,Apartment,1215,1454,3.7,12.2,3.6,42.328832,-82.916486,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1324,Oshawa,Oshawa CMA,Oshawa area 11,Studio,Apartment,1140,1754,3.7,4.8,,43.974151,-78.777678,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1325,Kitchener-Waterloo,Kitchener-Cambridge-Waterloo CMA,Kitchener-Waterloo area 12,Studio,Apartment,1155,1832,4.1,16.1,3.3,43.480624,-80.51936,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1326,Hamilton,Hamilton CMA,Hamilton area 01,2 Bedroom,Apartment,1715,1656,3.6,13.1,1.6,43.276359,-79.904637,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1327,Guelph,Guelph CMA,Guelph area 10,2 Bedroom,Apartment,1960,1802,3.1,15.1,4.6,43.498331,-80.12718,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1328,Barrie,Barrie CMA,Barrie area 12,2 Bedroom,Apartment,1920,1755,4.3,12.8,4.3,44.480924,-79.800476,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1329,Ottawa,Ottawa-Gatineau CMA (Ont. part),Ottawa area 03,2 Bedroom,Apartment,1975,1926,3,15.4,3.4,45.43407,-75.713064,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1330,Oshawa,Oshawa CMA,Oshawa area 05,1 Bedroom,Apartment,1555,1754,3.7,4.8,,43.845862,-78.853719,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1331,Guelph,Guelph CMA,Guelph area 03,Studio,Apartment,1285,1802,3.1,15.1,4.6,43.547108,-80.155356,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1332,Barrie,Barrie CMA,Barrie area 06,3 Bedroom,Apartment,2240,1755,4.3,12.8,4.3,44.334735,-79.722379,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1333,Oshawa,Oshawa CMA,Oshawa area 02,1 Bedroom,Townhouse,1480,1754,3.7,4.8,,43.977423,-78.86807,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1334,London,London CMA,London area 02,Studio,Apartment,1000,1651,4,15.1,4.1,42.956362,-81.213669,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1335,Peterborough,Peterborough CMA,Peterborough area 10,3 Bedroom,Apartment,2020,1518,3.1,8.4,,44.244714,-78.311181,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
SYN-1336,Kingston,Kingston CMA,Kingston area 10,2 Bedroom,Apartment,1655,1764,2.4,17.3,2.4,44.309824,-76.433759,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",a,a
SYN-1337,Oshawa,Oshawa CMA,Oshawa area 12,1 Bedroom,Apartment,1420,1754,3.7,4.8,,43.870922,-78.930913,Synthetic candidate record,Derived from CMHC baseline,"CMHC Rental Market Survey, Canada, 2025; Table 1.0",b,a
